ssp,indiv,Label,Area,Circ.,%Area,AR,Round,Solidity
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,1141.841,0.814,99.746,1.395,0.717,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,441.683,0.69,93.165,2.445,0.409,0.949
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,275.845,0.871,100,1.493,0.67,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,465.669,0.792,100,1.726,0.58,0.95
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,519.846,0.845,100,1.299,0.77,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,700.158,0.815,100,1.635,0.612,0.958
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,383.371,0.884,100,1.228,0.814,0.954
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,739.446,0.812,100,1.643,0.608,0.964
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,1395.767,0.858,99.407,1.285,0.779,0.973
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,693.541,0.861,99.046,1.198,0.835,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,1063.678,0.76,99.883,1.772,0.564,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,419.764,0.83,98.621,1.609,0.622,0.964
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,925.962,0.873,99.598,1.212,0.825,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,730.348,0.83,99.717,1.474,0.678,0.964
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,753.094,0.581,100,1.301,0.768,0.944
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,647.636,0.801,99.425,1.52,0.658,0.949
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,267.574,0.777,97.991,1.948,0.513,0.977
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,13.234,0.096,100,32,0.031,1
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,554.998,0.861,99.925,1.501,0.666,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,541.764,0.847,99.618,1.307,0.765,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,280.808,0.797,98.969,1.825,0.548,0.952
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,382.544,0.633,100,2.981,0.335,0.961
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,873.44,0.781,99.29,1.517,0.659,0.945
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,627.785,0.898,100,1.222,0.818,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,289.492,0.874,100,1.219,0.82,0.945
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,494.619,0.81,100,1.676,0.597,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,936.301,0.829,99.249,1.215,0.823,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,286.184,0.834,100,1.375,0.727,0.954
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,559.961,0.739,99.409,1.892,0.529,0.932
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,124.068,0.789,100,1.823,0.548,0.919
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,104.631,0.921,100,1.194,0.837,0.934
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,258.889,0.814,100,1.746,0.573,0.948
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,963.183,0.878,99.012,1.122,0.891,0.974
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,676.585,0.807,99.144,1.27,0.787,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,809.752,0.818,99.591,1.544,0.648,0.962
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,425.554,0.677,99.903,2.359,0.424,0.948
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,568.646,0.726,100,2.239,0.447,0.959
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,1110.824,0.822,97.729,1.679,0.595,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,782.457,0.87,99.313,1.117,0.895,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,107.526,0.754,100,2.257,0.443,0.917
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,185.689,0.812,100,1.762,0.568,0.947
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,1216.282,0.78,99.796,1.425,0.702,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,772.118,0.758,99.197,1.632,0.613,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,47.973,0.294,100,6,0.167,0.892
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,30.603,0.157,100,18.525,0.054,0.987
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 007-1.tif,45.905,0.109,100,27.76,0.036,0.996
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,930.925,0.755,100,1.633,0.612,0.961
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,798.999,0.775,100,1.748,0.572,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,654.667,0.772,99.684,1.824,0.548,0.949
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,231.18,0.812,98.748,1.713,0.584,0.942
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1016.119,0.812,98.698,1.273,0.785,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,748.958,0.814,99.337,1.58,0.633,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,245.655,0.761,96.296,1.792,0.558,0.92
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,743.582,0.72,97.052,2.051,0.488,0.93
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1363.096,0.654,99.211,2.722,0.367,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,969.8,0.86,99.744,1.418,0.705,0.972
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,659.629,0.752,100,1.619,0.618,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,702.226,0.772,97.173,1.615,0.619,0.952
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,995.854,0.757,100,1.823,0.549,0.947
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,787.006,0.814,99.107,1.067,0.937,0.962
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,881.298,0.791,99.531,1.136,0.88,0.932
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,287.425,0.613,100,2.4,0.417,0.921
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,585.602,0.77,100,1.222,0.818,0.941
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,151.363,0.651,100,2.503,0.399,0.909
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,366.415,0.845,100,1.645,0.608,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,401.154,0.81,100,1.215,0.823,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,670.382,0.74,99.938,1.56,0.641,0.941
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,545.073,0.832,99.469,1.386,0.721,0.956
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,441.269,0.771,98.688,1.559,0.642,0.945
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,341.601,0.863,100,1.27,0.787,0.953
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,559.961,0.815,99.557,1.248,0.801,0.943
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,581.466,0.758,98.364,1.761,0.568,0.933
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,856.898,0.79,97.201,1.351,0.74,0.951
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,781.216,0.833,100,1.286,0.777,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,927.203,0.728,100,1.53,0.654,0.932
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,480.557,0.746,97.676,1.608,0.622,0.949
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,839.528,0.818,99.951,1.469,0.681,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,758.057,0.836,100,1.111,0.9,0.956
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,711.324,0.773,97.907,1.931,0.518,0.939
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,593.046,0.893,99.303,1.341,0.746,0.968
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,245.655,0.756,100,1.819,0.55,0.92
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,834.152,0.886,100,1.232,0.812,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1120.749,0.829,98.819,1.326,0.754,0.964
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,717.941,0.883,100,1.246,0.802,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1090.973,0.772,99.09,1.535,0.651,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,784.525,0.807,98.946,1.399,0.715,0.964
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,742.341,0.821,98.44,1.668,0.599,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,577.744,0.825,97.137,1.237,0.808,0.951
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1098.004,0.836,99.849,1.407,0.711,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,461.12,0.912,100,1.182,0.846,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,829.603,0.758,99.751,1.655,0.604,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,931.752,0.799,99.379,1.609,0.621,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1239.855,0.852,99.566,1.13,0.885,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1117.027,0.761,100,1.776,0.563,0.961
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,876.586,0.826,100,1.608,0.622,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,603.537,0.898,100,1.179,0.848,0.968
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,281.373,0.819,100,1.796,0.557,0.962
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1050.987,0.846,99.96,1.508,0.663,0.974
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,588.137,0.9,99.292,1.182,0.846,0.972
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,837.46,0.873,100,1.138,0.879,0.978
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,771.695,0.864,98.706,1.399,0.715,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,856.19,0.696,100,2.275,0.44,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,489.49,0.887,100,1.199,0.834,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,853.693,0.832,100,1.579,0.633,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,372.944,0.858,100,1.134,0.882,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,292.195,0.74,100,2.017,0.496,0.939
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,839.125,0.874,100,1.261,0.793,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,10.822,0.703,100,2.098,0.477,0.776
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,915.712,0.841,100,1.578,0.634,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,761.289,0.803,100,1.71,0.585,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,15.817,0.717,100,1.105,0.905,0.768
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,628.511,0.842,100,1.51,0.662,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1096.357,0.857,100,1.28,0.781,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,232.674,0.808,100,1.584,0.631,0.942
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,893.651,0.726,100,1.725,0.58,0.953
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2074.92,0.453,99.779,1.642,0.609,0.897
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1084.286,0.84,100,1.465,0.682,0.974
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1088.032,0.779,99.962,1.826,0.548,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,856.19,0.799,100,1.771,0.565,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1178.771,0.816,99.929,1.086,0.921,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,947.762,0.844,100,1.344,0.744,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,826.222,0.826,99.798,1.214,0.824,0.964
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1331.528,0.833,100,1.122,0.891,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,326.743,0.878,100,1.341,0.746,0.956
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,141.935,0.913,100,1.301,0.769,0.953
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1061.809,0.748,100,2.128,0.47,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,17.482,0.36,100,3.348,0.299,0.622
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,747.554,0.858,99.499,1.326,0.754,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,895.316,0.859,99.814,1.027,0.973,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,363.371,0.858,100,1.293,0.774,0.948
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,19.563,0.5,100,2.203,0.454,0.691
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,213.944,0.889,100,1.293,0.773,0.953
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,198.959,0.838,100,1.342,0.745,0.923
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,480.749,0.894,99.654,1.062,0.942,0.968
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,24.974,0.528,100,3.169,0.316,0.805
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,660.977,0.765,100,1.931,0.518,0.953
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,504.89,0.601,100,1.516,0.659,0.895
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,400,0.835,100,1.6,0.625,0.958
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,961.914,0.801,99.178,1.354,0.739,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,784.598,0.675,100,2.385,0.419,0.954
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,604.786,0.882,100,1.249,0.8,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,1121.747,0.867,99.852,1.113,0.899,0.976
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,250.572,0.797,100,1.712,0.584,0.926
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,685.119,0.678,99.757,2.585,0.387,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,512.382,0.897,100,1.242,0.805,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,1054.317,0.636,100,2.662,0.376,0.966
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,201.04,0.782,100,1.642,0.609,0.932
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,535.275,0.883,99.456,1.291,0.775,0.971
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,216.025,0.861,100,1.225,0.817,0.959
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,787.928,0.887,100,1.288,0.776,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,352.549,0.735,100,2.193,0.456,0.956
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,834.546,0.735,99.002,1.657,0.603,0.955
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,554.838,0.889,100,1.259,0.795,0.965
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,1017.689,0.86,99.346,1.141,0.877,0.972
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,646.825,0.863,99.55,1.161,0.861,0.962
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,875.337,0.773,99.715,1.545,0.647,0.957
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,1078.875,0.831,99.846,1.137,0.879,0.975
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,227.263,0.734,100,2.257,0.443,0.949
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,928.199,0.806,99.462,1.122,0.891,0.961
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,200.208,0.906,100,1.151,0.869,0.968
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,1066.804,0.811,99.181,1.71,0.585,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,608.532,0.751,99.726,1.835,0.545,0.955
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,921.955,0.817,99.684,1.143,0.875,0.961
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,660.977,0.752,98.866,2.132,0.469,0.977
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,1080.54,0.769,99.884,1.544,0.648,0.956
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,617.689,0.72,100,1.964,0.509,0.933
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,711.342,0.783,99.064,1.983,0.504,0.974
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,941.518,0.704,100,2.256,0.443,0.946
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,809.572,0.897,100,1.139,0.878,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,916.128,0.812,99.682,1.61,0.621,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 005-1.tif,934.858,0.885,99.288,1.241,0.806,0.973
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,891.57,0.79,97.152,1.222,0.818,0.949
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,832.465,0.872,100,1.157,0.864,0.962
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1043.495,0.823,99.721,1.523,0.656,0.97
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,953.173,0.811,99.432,1.249,0.801,0.96
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,147.763,0.7,100,1.882,0.531,0.91
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,361.706,0.673,100,1.305,0.766,0.923
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,448.283,0.84,99.071,1.377,0.726,0.958
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,274.297,0.688,99.393,2.244,0.446,0.933
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,206.451,0.841,100,1.267,0.789,0.939
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,218.938,0.699,97.909,2.395,0.417,0.925
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,733.402,0.744,98.524,1.484,0.674,0.935
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,446.618,0.816,95.62,1.495,0.669,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,299.687,0.784,95,1.409,0.71,0.937
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,255.983,0.869,99.35,1.043,0.959,0.947
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,608.116,0.884,97.81,1.239,0.807,0.963
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,616.44,0.787,100,1.735,0.576,0.958
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,551.092,0.703,97.356,2.204,0.454,0.955
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,341.727,0.835,100,1.203,0.832,0.954
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1150.883,0.803,97.866,1.5,0.667,0.969
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,204.786,0.887,100,1.283,0.78,0.943
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,963.162,0.875,98.747,1.177,0.849,0.972
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,683.038,0.869,99.634,1.155,0.866,0.967
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,293.86,0.795,99.858,1.864,0.537,0.944
Phoradendeon perrotettii,1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,131.53,0.574,100,2.538,0.394,0.832
