ssp,indiv,Label,Area,Circ.,X.Area,AR,Round,VesselDiameter,parasitism
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,524.114,0.748,100,2.224,0.45,39.5998622219825,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1636.9,0.76,99.689,1.458,0.686,70.5420158487125,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1015.099,0.858,98.41,1.463,0.684,59.0238915016623,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,718.639,0.883,99.527,1.318,0.759,50.380878793447,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,599.715,0.892,100,1.052,0.95,46.2577898304707,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1352.333,0.888,99.874,1.227,0.815,69.3071916614719,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1387.16,0.804,100,1.703,0.587,66.7915156288581,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1247,0.727,99.728,2.155,0.464,60.2185685648538,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,784.897,0.867,100,1.194,0.838,52.1730083088947,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1446.622,0.751,99.941,1.361,0.735,65.9215631489424,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2517.785,0.855,99.865,1.475,0.678,92.7945294723778,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1394.806,0.815,100,1.286,0.778,67.4319476212871,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,483.34,0.904,100,1.286,0.778,41.8061890155034,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2104.95,0.892,100,1.174,0.852,86.6629194061682,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1514.579,0.884,100,1.154,0.866,73.1816325589967,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2696.171,0.45,99.748,2.64,0.379,69.6642505163158,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,349.126,0.671,100,2.318,0.431,30.6113407742948,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1939.306,0.69,99.65,2.374,0.421,73.160676322735,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1563.847,0.869,100,1.281,0.781,73.728774382869,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1566.396,0.869,100,1.305,0.766,73.7888372045528,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1332.795,0.879,99.618,1.38,0.725,68.4551475055017,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,3152.329,0.312,100,1.529,0.654,62.722456839636,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2042.94,0.839,100,1.61,0.621,82.8016101292723,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2595.086,0.796,99.804,1.58,0.633,90.8996910005749,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,897.025,0.875,98.201,1.37,0.73,56.0320220945131,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2138.079,0.853,100,1.321,0.757,85.4115071170156,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1039.733,0.928,100,1.031,0.97,62.1247848768911,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,914.014,0.663,100,2.466,0.406,49.2337803545493,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1171.399,0.865,100,1.396,0.716,63.663494563211,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1775.362,0.843,99.952,1.488,0.672,77.3726092619345,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,341.481,0.878,100,1.469,0.681,34.6306406524627,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1857.759,0.857,100,1.197,0.835,79.8022421489522,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1536.665,0.866,99.889,1.281,0.78,72.9589443454331,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1856.909,0.859,99.131,1.315,0.761,79.8770262591191,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2629.064,0.381,100,2.45,0.408,63.2984481326359,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,519.867,0.829,100,1.69,0.592,41.519621530067,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,771.305,0.869,100,1.46,0.685,51.7789163656406,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2261.25,0.886,99.887,1.19,0.84,89.5202211793514,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2076.069,0.742,99.877,2.041,0.49,78.4969603997505,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2125.337,0.857,99.84,1.138,0.879,85.3560497914471,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1656.438,0.735,100,1.945,0.514,69.7848674140748,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1287.774,0.759,100,1.395,0.717,62.5274488844699,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,238.697,0.63,100,2.751,0.363,24.5258320959759,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1531.568,0.816,100,1.37,0.73,70.7038750847505,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,600.565,0.743,100,1.642,0.609,42.2478304768422,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,645.586,0.579,100,3.008,0.332,38.667520944586,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,559.791,0.662,100,2.132,0.469,38.500994376769,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1441.526,0.763,100,1.879,0.532,66.3290083749185,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1118.733,0.626,100,1.491,0.671,52.9273788506478,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,868.143,0.832,100,1.592,0.628,53.7510921191375,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,4464.737,0.521,99.791,1.893,0.528,96.4598979265477,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1695.513,0.681,100,2.343,0.427,67.9601163330376,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1295.419,0.873,100,1.244,0.804,67.2577367148197,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,558.092,0.786,100,1.679,0.596,41.8884381184116,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1477.203,0.684,100,2.531,0.395,63.5737949787489,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1098.346,0.895,100,1.231,0.812,62.7062889987918,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,2277.39,0.646,100,2.589,0.386,76.7122921049815,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,451.91,0.809,100,1.638,0.611,38.2410873276375,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1181.592,0.883,99.784,1.277,0.783,64.6017255497096,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,486.738,0.854,100,1.21,0.826,40.7761818712836,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1681.921,0.89,100,1.279,0.782,77.3798343239374,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,771.305,0.728,100,2.148,0.466,47.3924061427567,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,3966.107,0.396,99.829,2.272,0.44,79.2610464730311,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1190.936,0.897,100,1.251,0.799,65.368787414178,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1397.354,0.885,99.939,1.146,0.872,70.3323052373516,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1897.683,0.779,99.955,1.544,0.648,76.8972055929213,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,2313.067,0.825,100,1.138,0.879,87.3677348910912,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,503.727,0.753,100,2.23,0.448,38.9515817907309,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,2000.467,0.821,99.915,1.115,0.897,81.0526595985598,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,449.362,0.883,100,1.159,0.863,39.8390083209911,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,2286.734,0.799,99.963,1.7,0.588,85.4891915039556,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1329.398,0.749,100,1.814,0.551,63.1100341308734,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,574.232,0.602,100,2.462,0.406,37.1853553969839,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1960.543,0.82,100,1.141,0.876,80.1909037235521,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1083.055,0.767,100,1.687,0.593,57.6438439037509,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1437.278,0.766,99.586,2.078,0.481,66.3612823263686,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,2302.873,0.773,100,1.529,0.654,84.3829563122791,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1355.731,0.737,100,1.881,0.532,63.2194193899311,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1547.708,0.78,100,1.934,0.517,69.4899198445357,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,2028.499,0.709,100,2.201,0.454,75.8473675482544,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1730.34,0.91,100,1.131,0.884,79.3626965267688,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1963.941,0.818,99.87,1.581,0.632,80.1624285560262,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,694.854,0.445,100,3.465,0.289,35.1687378221056,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 005-1.tif,1729.491,0.851,99.951,1.131,0.884,76.7280089928052,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,2228.121,0.785,100,1.646,0.608,83.643887642792,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1319.204,0.794,100,1.389,0.72,64.7286019005509,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,2093.907,0.729,99.432,1.908,0.524,78.1398285895228,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1561.299,0.872,100,1.172,0.853,73.7957377630985,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1258.043,0.879,99.932,1.243,0.804,66.5077378054614,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,724.585,0.84,99.883,1.339,0.747,49.341722710096,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,914.014,0.838,99.907,1.113,0.899,55.351376929576,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,586.124,0.82,100,1.522,0.657,43.8461710985121,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,419.631,0.849,100,1.415,0.707,37.7500579602204,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1010.002,0.867,99.243,1.485,0.674,59.1835022282393,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1599.524,0.814,99.947,1.262,0.792,72.166821628779,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,662.575,0.67,100,1.877,0.533,42.1390673840796,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,2591.688,0.89,100,1.136,0.88,96.0541996999611,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,790.843,0.881,100,1.085,0.921,52.7913888053724,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,272.675,0.738,100,1.36,0.735,28.3714046180305,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1907.877,0.473,99.599,1.073,0.932,60.0808062862009,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,612.457,0.69,100,1.708,0.586,41.1142471656724,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,944.594,0.757,100,1.724,0.58,53.4811240719565,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,326.191,0.679,100,2.313,0.432,29.7646561545737,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1734.588,0.891,99.755,1.126,0.888,78.6261510694756,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,400.093,0.753,100,2.084,0.48,34.7142638694817,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1232.56,0.662,100,2.493,0.401,57.1298422892975,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,739.026,0.752,100,2.03,0.493,47.1485970947175,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1111.088,0.702,100,2.269,0.441,55.8563792596692,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,788.295,0.878,100,1.035,0.966,52.6164616826331,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1568.944,0.803,99.729,1.753,0.57,70.9890704827159,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,495.232,0.805,100,1.624,0.616,39.9330319409884,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,2132.982,0.859,100,1.259,0.794,85.6091475953359,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,453.609,0.875,100,1.469,0.681,39.8450938008684,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,435.771,0.78,100,1.57,0.637,36.8728290208386,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,575.931,0.757,99.705,1.769,0.565,41.7602570394388,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,772.155,0.861,99.45,1.422,0.703,51.5684188239275,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,714.392,0.891,100,1.247,0.802,50.4588256700451,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,2062.477,0.778,99.876,1.748,0.572,80.1150948573364,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,939.498,0.886,100,1.109,0.902,57.7025208461468,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1326,0.675,100,2.527,0.396,59.8347724989408,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,936.949,0.794,100,1.611,0.621,54.5504355986274,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,644.737,0.871,99.473,1.452,0.689,47.3947645631878,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,833.316,0.898,100,1.338,0.748,54.7107948397755,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1252.097,0.613,98.236,2.93,0.341,55.4088606993502,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,518.168,0.789,99.836,1.826,0.548,40.4393151277318,Parasite
