ssp,indiv,pic,Area,Circ.,X.Area,AR,Round,Solidity,VesselDiameter
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2438.203,0.834,100,1.075,0.93,0.963,55.7172906528297
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1547.706,0.843,100,1.315,0.76,0.968,44.391446054661
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,166.129,0.763,100,1.749,0.572,0.906,14.5437963519608
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1296.51,0.63,100,1.126,0.888,0.941,40.6296419150426
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,367.368,0.803,100,1.217,0.822,0.932,21.6274701495637
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1665.292,0.837,100,1.226,0.816,0.96,46.0468851056302
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,299.503,0.708,100,1.59,0.629,0.906,19.5279047357062
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2070.363,0.717,100,1.35,0.741,0.958,51.3426532578569
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1382.284,0.822,100,1.18,0.848,0.965,41.9520994808925
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,759.007,0.643,100,1.45,0.69,0.916,31.0869382077232
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1240.191,0.877,100,1.225,0.816,0.973,39.7373907576309
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,301.388,0.845,100,1.096,0.912,0.945,19.5892603206104
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,672.998,0.777,100,1.442,0.693,0.95,29.2726436648225
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,632.703,0.646,100,1.331,0.751,0.931,28.3827849174913
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,856.093,0.654,100,1.31,0.763,0.894,33.0153216184692
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1245.611,0.793,100,1.129,0.886,0.953,39.8241281455993
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1497.514,0.676,100,1.047,0.956,0.915,43.6657078677826
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2112.543,0.795,100,1.021,0.98,0.96,51.8630242808251
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,174.847,0.482,100,3.224,0.31,0.791,14.9205266220167
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1695.454,0.803,100,1.125,0.889,0.96,46.4620175958751
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1867.474,0.794,100,1.096,0.912,0.952,48.7620933263201
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,585.81,0.478,100,2.931,0.341,0.931,27.310738871391
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,176.261,0.754,100,1.314,0.761,0.896,14.9807368108036
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1134.152,0.819,100,1.176,0.851,0.956,38.0006207336206
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1377.336,0.825,100,1.196,0.836,0.966,41.876946660273
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1762.848,0.488,100,1.376,0.727,0.934,47.376447576378
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1465.938,0.689,100,1.365,0.732,0.936,43.2028961035019
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1362.49,0.866,100,1.138,0.879,0.963,41.6506440203055
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,833.706,0.772,100,1.218,0.821,0.958,32.5807834141994
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,835.12,0.788,100,1.231,0.812,0.949,32.6084008899429
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1707.472,0.839,100,1.124,0.889,0.975,46.6263967289779
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,345.218,0.798,100,1.563,0.64,0.948,20.9653335092572
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1374.508,0.672,100,1.172,0.853,0.952,41.8339328793605
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,304.216,0.526,100,1.714,0.583,0.805,19.6809512305974
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1801.494,0.755,100,1.44,0.694,0.954,47.8929368529758
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2040.436,0.768,100,1.095,0.913,0.954,50.970224677759
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1603.554,0.636,100,1.189,0.841,0.933,45.1852671223514
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1820.581,0.757,100,1.172,0.853,0.945,48.1459834627302
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,963.782,0.783,100,1.059,0.944,0.95,35.0303490548402
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1189.999,0.671,100,1.289,0.776,0.921,38.9249763647366
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,608.667,0.837,100,1.171,0.854,0.956,27.8384427361754
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2155.902,0.82,100,1.332,0.751,0.968,52.3925536786825
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1293.211,0.666,100,1.233,0.811,0.924,40.5779174537889
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2150.482,0.679,100,1.373,0.728,0.941,52.3266540363624
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1891.981,0.713,100,1.22,0.82,0.924,49.0810047481465
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1015.152,0.643,100,1.852,0.54,0.932,35.9517964824707
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1271.061,0.737,100,1.109,0.902,0.934,40.2289091198186
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,696.091,0.762,100,1.306,0.765,0.947,29.7706329783941
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,666.164,0.598,100,1.686,0.593,0.94,29.1236389910148
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1750.124,0.772,100,1.301,0.769,0.952,47.2051595166257
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1110.352,0.802,100,1.332,0.751,0.957,37.5997882304645
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,277.117,0.643,100,1.936,0.517,0.884,18.7839378970006
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,155.76,0.808,100,1.181,0.846,0.937,14.082605990652
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1158.894,0.574,100,1.1,0.909,0.883,38.4128841530588
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,806.372,0.617,100,1.923,0.52,0.87,32.0422333517372
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,920.423,0.659,100,1.294,0.773,0.906,34.2333019366197
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1067.7,0.757,100,1.273,0.786,0.944,36.8705554869158
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,750.289,0.783,100,1.515,0.66,0.958,30.9078893614527
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,684.78,0.778,100,1.337,0.748,0.944,29.52776617768
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1698.753,0.676,100,1.995,0.501,0.928,46.5071983281889
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1170.205,0.618,100,1.073,0.932,0.944,38.599887065208
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,848.081,0.73,100,1.439,0.695,0.938,32.8604666177847
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1494.451,0.841,100,1.154,0.866,0.961,43.6210283105409
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2308.834,0.659,100,1.293,0.774,0.936,54.2189888418169
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,852.087,0.694,100,1.649,0.606,0.968,32.9379851228752
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,704.574,0.658,100,1.348,0.742,0.932,29.9514854221328
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1781.464,0.802,100,1.355,0.738,0.967,47.6259426397219
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,159.059,0.839,100,1.207,0.828,0.939,14.230959516
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1421.872,0.819,100,1.116,0.896,0.963,42.5486034782774
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1616.985,0.739,100,1.115,0.897,0.947,45.3741032445115
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1982.704,0.67,100,1.226,0.816,0.933,50.2439761394795
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1757.664,0.687,100,1.509,0.663,0.939,47.3067364247143
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,656.503,0.798,100,1.156,0.865,0.942,28.9116858871507
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1881.377,0.484,100,1.26,0.794,0.924,48.9432691486297
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,548.107,0.788,100,1.281,0.78,0.945,26.4172577521997
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1327.851,0.813,100,1.175,0.851,0.951,41.1177869384544
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,650.14,0.818,100,1.16,0.862,0.944,28.7712348990119
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,853.029,0.734,100,1.151,0.868,0.948,32.9561869093785
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,316.94,0.651,100,1.456,0.687,0.905,20.0883185286465
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2586.658,0.741,100,1.123,0.89,0.949,57.3884592431751
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,886.726,0.616,100,1.141,0.877,0.921,33.6008126173286
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1604.26,0.839,100,1.092,0.916,0.967,45.1952129327524
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,580.861,0.763,100,1.328,0.753,0.927,27.1951318289581
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1592.243,0.761,100,1.346,0.743,0.951,45.0256232874987
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1677.074,0.752,100,1.246,0.803,0.955,46.2094896774156
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,751.938,0.865,100,1.255,0.797,0.966,30.9418357049007
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1178.453,0.81,100,1.176,0.85,0.956,38.7356807247761
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1627.825,0.675,99.986,1.125,0.889,0.928,45.5259394401534
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2335.226,0.666,100,1.076,0.929,0.946,54.5279936279863
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,734.265,0.82,100,1.033,0.968,0.949,30.5760565527173
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,742.512,0.803,100,1.464,0.683,0.955,30.747286723228
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1725.381,0.681,100,1.408,0.71,0.929,46.8702818311849
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1573.862,0.596,100,1.647,0.607,0.922,44.7649789048981
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1577.868,0.691,100,1.282,0.78,0.937,44.8219135465252
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1468.059,0.664,100,1.203,0.831,0.954,43.2341389737827
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,664.514,0.495,100,3.23,0.31,0.954,29.0875489312892
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,381.978,0.756,100,1.5,0.667,0.942,22.0533329639501
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,477.649,0.747,100,1.338,0.747,0.94,24.6609325716447
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2821.594,0.679,100,1.254,0.798,0.961,59.9380101437099
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,403.422,0.699,100,1.956,0.511,0.966,22.6639105984856
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,308.457,0.598,100,1.186,0.843,0.834,19.8176600599156
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1383.934,0.732,100,1.07,0.935,0.954,41.9771306320896
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1694.748,0.815,100,1.192,0.839,0.965,46.4523430190645
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,469.637,0.807,100,1.405,0.712,0.938,24.4532288271056
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1820.11,0.692,100,1.616,0.619,0.939,48.1397551693807
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,936.447,0.824,100,1.049,0.953,0.95,34.5300065442885
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1633.245,0.76,100,1.194,0.838,0.95,45.6016679545933
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,259.443,0.769,100,1.826,0.548,0.936,18.1750677359047
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1583.288,0.757,100,1.135,0.881,0.956,44.8988295204301
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,947.758,0.696,100,1.187,0.843,0.93,34.7379182513735
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1557.367,0.737,100,1.116,0.896,0.933,44.5297793624173
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2043.028,0.696,100,1.382,0.723,0.954,51.002588567652
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,875.651,0.71,100,1.036,0.965,0.924,33.3903201629887
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1851.922,0.751,100,1.183,0.846,0.944,48.5586277005954
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,562.245,0.72,100,1.77,0.565,0.945,26.7557950326583
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1402.785,0.557,100,1.297,0.771,0.896,42.2620554961696
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,988.289,0.772,100,1.141,0.876,0.955,35.4729282189499
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,652.732,0.373,100,2.889,0.346,0.881,28.8285309114785
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,333.671,0.677,100,1.964,0.509,0.88,20.6117226871343
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2140.821,0.802,100,1.071,0.934,0.97,52.208983474106
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2017.108,0.686,100,1.287,0.777,0.954,50.6780196100998
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1091.029,0.708,100,1.291,0.775,0.944,37.2711854822577
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,152.461,0.74,100,1.32,0.757,0.891,13.9326729032827
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,436.647,0.76,100,1.719,0.582,0.945,23.5787240428734
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1675.425,0.733,100,1.298,0.771,0.938,46.1867661158249
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1551.005,0.607,100,1.201,0.832,0.907,44.4387319810316
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1228.409,0.711,100,1.256,0.796,0.944,39.5481847359468
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1152.296,0.706,100,1.223,0.817,0.928,38.3033788906429
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,5220.916,0.692,100,1.098,0.91,0.946,81.5320594057364
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1044.372,0.708,100,1.29,0.775,0.933,36.4655416772349
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1028.112,0.621,100,1.495,0.669,0.905,36.1805590727501
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,522.657,0.723,100,1.39,0.72,0.914,25.7966579372725
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1655.395,0.571,100,1.19,0.84,0.921,45.9098505351179
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2181.116,0.768,100,1.3,0.769,0.958,52.6980373719418
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1172.562,0.497,100,1.62,0.617,0.865,38.6387410127938
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,435.705,0.813,100,1.38,0.725,0.943,23.5532765414673
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1260.457,0.551,100,1.471,0.68,0.909,40.0607500783279
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,811.085,0.854,100,1.432,0.698,0.972,32.1357355002421
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2416.523,0.657,100,1.153,0.867,0.931,55.469024187938
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1676.132,0.655,100,1.378,0.725,0.916,46.1965100910885
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,874.237,0.82,100,1.181,0.847,0.955,33.3633499497673
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2152.603,0.574,100,1.391,0.719,0.926,52.3524523180677
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1389.354,0.585,100,1.457,0.686,0.866,42.0592493327684
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1801.965,0.718,100,1.356,0.738,0.949,47.8991972399194
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1136.037,0.84,100,1.094,0.914,0.959,38.0321867985829
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,459.269,0.547,100,1.474,0.679,0.867,24.1818000254525
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,682.895,0.708,100,1.492,0.67,0.929,29.4870974987692
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,568.608,0.634,100,1.38,0.724,0.886,26.9067684988884
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,172.255,0.585,100,2.806,0.356,0.876,14.8095198361849
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,238.471,0.766,100,1.3,0.769,0.923,17.4250023665002
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1206.023,0.83,100,1.177,0.85,0.962,39.1861732688985
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1004.784,0.5,100,1.896,0.527,0.886,35.7677329826364
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,151.047,0.401,100,4.13,0.242,0.814,13.8679130915078
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1629.474,0.82,100,1.04,0.962,0.964,45.5489926773116
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1499.163,0.739,100,1.204,0.83,0.949,43.6897426818218
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,701.982,0.809,100,1.184,0.845,0.948,29.8963416171992
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1376.865,0.624,100,1.197,0.835,0.93,41.8697858337224
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,4708.391,0.607,100,1.042,0.96,0.927,77.4268016469435
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1897.636,0.693,100,1.476,0.677,0.961,49.1542998802043
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,409.077,0.632,100,1.203,0.831,0.891,22.8222043904971
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,909.348,0.573,100,1.383,0.723,0.93,34.0267223447371
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,968.966,0.703,100,1.206,0.829,0.925,35.1244335001129
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1913.425,0.699,100,1.247,0.802,0.94,49.3583668275692
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2157.08,0.723,100,1.316,0.76,0.946,52.4068655536403
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1251.031,0.792,100,1.453,0.688,0.964,39.9106770287047
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1172.562,0.676,100,1.27,0.787,0.944,38.6387410127938
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2491.929,0.638,100,1.285,0.778,0.948,56.327813249516
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1476.542,0.544,100,1.524,0.656,0.864,43.3588706479118
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,232.344,0.769,100,1.082,0.924,0.922,17.199696764244
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,337.206,0.56,100,1.453,0.688,0.857,20.7206180873536
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1298.631,0.521,100,1.323,0.756,0.872,40.6628619654221
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,732.851,0.66,100,1.605,0.623,0.89,30.5466016702138
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,826.637,0.729,100,1.047,0.955,0.936,32.4423630079752
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1239.956,0.792,100,1.128,0.886,0.951,39.7336257209386
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,503.099,0.856,100,1.316,0.76,0.955,25.3093963127672
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,349.93,0.488,100,2.304,0.434,0.83,21.1079301185402
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1372.152,0.795,100,1.123,0.891,0.959,41.7980644024032
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1037.067,0.727,100,1.269,0.788,0.928,36.3377863241538
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,495.558,0.559,100,2.009,0.498,0.906,25.118997637443
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2590.193,0.597,100,1.311,0.763,0.941,57.4276602004314
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,2453.519,0.547,100,1.282,0.78,0.931,55.8920156601913
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,385.041,0.659,100,2.29,0.437,0.928,22.1415768983235
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1885.147,0.766,100,1.16,0.862,0.954,48.9922821272786
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,913.354,0.84,100,1.063,0.941,0.963,34.1015898623809
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,977.213,0.781,100,1.168,0.856,0.952,35.2735911870238
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,236.822,0.718,100,1.123,0.891,0.89,17.3646518958276
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,478.121,0.582,100,1.779,0.562,0.94,24.6731142008527
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1115.065,0.695,100,1.687,0.593,0.926,37.679501760906
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,950.821,0.788,100,1.155,0.866,0.946,34.7940066270706
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1950.892,0.72,100,1.328,0.753,0.969,49.8392700779964
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1173.269,0.77,100,1.24,0.806,0.93,38.6503879335238
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,813.912,0.665,100,1.257,0.796,0.94,32.1916906100703
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1255.037,0.791,100,1.237,0.808,0.961,39.9745261198402
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,1141.928,0.522,100,1.504,0.665,0.914,38.1306685863274
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,253.317,0.623,100,1.509,0.663,0.904,17.9592099423576
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,647.077,0.791,100,1.098,0.91,0.938,28.7033800255056
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,318.59,0.619,100,2.196,0.455,0.889,20.1405408705222
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,677.946,0.585,100,1.854,0.539,0.94,29.3800554185152
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,842.897,0.496,100,2.294,0.436,0.947,32.759880838285
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,159.295,0.647,100,2,0.5,0.884,14.2415130263111
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,446.544,0.681,100,1.922,0.52,0.964,23.8444433624318
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,480.241,0.52,100,2.918,0.343,0.957,24.7277542895258
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 015-1.tif,496.736,0.436,100,3.728,0.268,0.967,25.1488353307577
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 016-1.tif,1140.279,0.626,100,2.049,0.488,0.956,38.1031273628697
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 016-1.tif,188.986,0.389,100,3.516,0.284,0.838,15.5120742842896
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 016-1.tif,724.604,0.661,100,1.582,0.632,0.962,30.374240189234
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 016-1.tif,1375.922,0.829,99.812,1.332,0.751,0.954,41.8554452953387
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 016-1.tif,736.621,0.603,99.968,1.353,0.739,0.941,30.6250712110578
Populus nigra,Populus nigra 1,Populus nigra - VSB x10 016-1.tif,1439.781,0.486,99.836,1.22,0.82,0.945,42.8157226373483
